ShowId,artist,title,album
129,"John Mayall & The Bluesbreakers",Greeny,"A Hard Road (Expanded Edition)"
129,"Chuck Berry","I Got To Find My Baby",Gold
129,"J.J. Cale","Anyway The Wind Blows",Okie
129,"Jeff Beck","Beck's Bolero",Truth
129,"Allman Brothers Band","Trouble No More","The Allman Brothers Band"
129,"Johnny Cash",Pocahontas,"Cash Unearthed (Box Set)"
129,"Humble Pie","Hot 'N' Nasty","The Best of Humble Pie"
129,"Lee Dorsey","Ride Your Pony","The Definitive Collection"
129,"Taj Mahal","Six Days On The Road","Giant Step / De Ole Folks At Home"
130,"Elmore James","Shake Your Moneymaker","Shake Your Moneymaker: The Best of The Fire Sessions"
130,"Derek & The Dominos","Roll It Over","Layla and other assorted love songs (Expanded Edition)"
130,"Delaney & Bonnie & Friends","Only You Know And I Know (live)","On Tour With Eric Clapton"
130,"John Lee Hooker","I Want To Ramble On",Campus
130,"Booker T. & The MG's","Born Under A Bad Sign","The Best of Booker T. & The MG's"
130,"Fats Domino","Sick & Tired","Walking To New Orleans "
130,"Clarence Carter","Soul Deep","Snatching It Back: The Best of Clarence Carter"
130,"J.J. Cale","Everlovin' Woman",Okie
130,"Anna King","If Somebody Told You","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
130,"Freddie King","Pulp Wood",Burglar
130,"Electric Light Orchestra",Showdown,"On The Third Day"
130,"Emitt Rhodes","Mother Earth","The Emitt Rhodes Recordings (1969-1973)"
130,Byrds,"Here Without You","Mr. Tambourine Man"
130,Kinks,"I Need You","Kinda Kinks (Deluxe Edition)"
130,"Dick Dale & The Del-Tones",Miserlou,"Rock Instrumental Classics, Vol. 5: Surf"
130,"Leon Russell","Roll Away The Stone","Leon Russell"
130,"Stevie Wonder","You Met Your Match","For Once In My Life"
130,Beatles,"Roll Over Beethoven","With The Beatles"
130,"Fleetwood Mac","Rollin' Man (live)","Shrine '69"
131,"Chuck Berry","You Can't Catch Me",Gold
131,Who,"A Legal Matter","My Generation (Deluxe Edition)"
131,"Jimi Hendrix Experience","Up From The Skies","Axis: Bold As Love"
131,"Elmore James","Done Somebody Wrong","The Sky Is Crying: The History of Elmore James"
131,"Everly Brothers","Be Bop A-Lula","Dream…The Best of The Everly Brothers"
131,"Bobby Darin","Queen Of The Hop","Twist With Bobby Darin"
131,"Mose Allison","Your Mind Is On Vacation","The Best of Mose Allison"
131,"Guess Who","Shakin' All Over",Anthology
131,Nazz,"Open My Eyes",Nazz
131,"Ike & Tina Turner","Nutbush City Limits","Proud Mary: The Best of Ike & Tina Turner"
131,"Jerry Lee Lewis","High School Confidential (live)","Live At The Star-Club Hamburg"
131,"Bob Landers with Willie Joe and His Unitar","Cherokee Dance","The Specialty Story (Box Set)"
131,Zombies,"It's Alright With Me","The Zombies"
131,"Rolling Stones","Please Go Home",Flowers
131,"Bo Diddley","Before You Accuse Me","His Best"
131,"Santo & Johnny","Roll Away The Stone","The Best of Santo & Johnny"
131,"Bobby ""Blue"" Bland","Turn On Your Lovelight","The Best of Bobby Bland"
131,"Bobby Comstock","Let's Stomp","The Golden Age of American Rock 'n' Roll, Volume 2"
131,"Bobby Charles","See You Later Alligator","The Chess Blues-Rock Songbook"
131,"Etta James","I'd Rather Go Blind",Gold
131,"Blind Faith","Sea Of Joy","Blind Faith (Deluxe Edition)"
132,"Little Richard","Tutti Frutti","The Very Best of Little Richard"
132,"Rolling Stones","Little By Little","England's Newest Hit Makers"
132,"Canned Heat","Poor Moon","The Very Best of Canned Heat"
132,"Jeff Beck","I Ain't Superstitious",Truth
132,"Jimi Hendrix","In From The Storm","First Rays of The New Rising Sun"
132,"Jesse ""Guitar"" Taylor / John X Reed","Sin Sa Shun","South Side Guitar"
132,"Charles Brown","Driftin' Blues","Driftin' Blues, The Best of Charles Brown"
132,"Little Walter","I Hate To See You Go","The Essential Little Walter"
132,"Jimmy Reed","I'm A Love You","Jimmy Reed At Carnegie Hall"
132,"Isley Brothers","Shout (Pts. 1 & 2)","Shout: The RCA Sessions"
132,"Sly & The Family Stone","Everybody Is A Star","The Essential Sly & The Family Stone"
132,"Sonny Boy Williamson","Don't Start Me To Talkin'","His Best"
132,Animals,"Inside - Looking Out",Retrospective
132,"Ann Peebles","Didn't Take Your Man","The Best of Ann Peebles: The Hi Records Years"
132,"Tony Jackson Group","Fortune Teller","Watch Your Step! - The Complete Recordings 1964-1966"
132,"Marc Bolan & T. Rex","Children Of The Revolution","20th Century Boy: The Ultimate Collection"
132,Sorrows,"You've Got What I Want","Take A Heart"
132,Beatles,"Leave My Kitten Alone","Anthology 1"
133,"James Brown","Super Bad","40th Anniversary Collection"
133,"John Mayall with Eric Clapton","All Your Love","Blues Breakers"
133,"Ben Waters with The Rolling Stones","Watching The River Flow","Boogie 4 Stu: A Tribute To Ian Stewart"
133,"Beach Boys","You Need a Mess of Help To Stand Alone","Carl & The Passions “So Tough” / Holland"
133,"J.J. Cale","I'll Be There If You Ever Want Me",Okie
133,"Van Morrison with Roger Waters","Comfortably Numb (live)","At The Movies: Soundtrack Hits"
133,"Mink DeVille","Cadillac Walk","The Best of Mink DeVille"
133,"Jimmy McCracklin","The Walk","Chess Chartbusters Volume 2"
133,"Keith Richards","Wicked As It Seems","Main Offender"
133,"Larry Williams","She Said Yeah","Bad Boy"
133,"Ike Turner & The Kings Of Rhythm","No More Doggin'","A Black Man's Soul"
133,"Junior Wells","Snatch It Back And Hold It","Hoodoo Man Blues"
133,"B.B. King","Tired Of Your Jive (live)","Great Moments With B.B. King"
133,Who,"See My Way","A Quick One"
133,"Chuck Berry","Bye Bye Johnny","His Best, Volume 2"
133,Yardbirds,"Over Under Sideways Down",Ultimate!
133,"Jimmy Reed","Aw Shucks, Hush Your Mouth","Jimmy Reed At Carnegie Hall"
133,"Frankie Miller","Down The Honkytonk","Full House"
134,"Elmore James","I Can't Hold Out","The Sky Is Crying: The History of Elmore James"
134,"Floyd Cramer","On The Rebound","An Education (Original Motion Picture Soundtrack)"
134,Them,"Mystic Eyes","Them Featuring Van Morrison"
134,Traffic,"Forty Thousand Headmen",Traffic
134,"Johnny Winter","I'm Yours And I'm Hers","The Best of Johnny Winter"
134,"Manfred Mann","Come Tomorrow","Down The Road Apiece: Their EMI Recordings 1963-1966"
134,"Chuck Willis","Kansas City Woman","I Remember Chuck Willis / The King Of The Stroll"
134,"Jackie Wilson","Baby Workout","The Best of Jackie Wilson, Vol. 1 (1957-1965)"
134,"Howlin' Wolf","Goin' Down","Slow His Best"
134,"James & Bobby Purify","I Don't Know What It Is You Got","Shake A Tail Feather! The Best of James & Bobby Purify"
134,"Emitt Rhodes","Take You Far Away","The Emitt Rhodes Recordings (1969-1973)"
134,Beatles,"You're Going To Lose That Girl",Help!
134,Who,"Leaving Here (alternatve version)","My Generation (Deluxe Edition)"
134,"Paul Revere & The Raiders","Good Thing","Greatest Hits"
134,"Rolling Stones","I'm A King Bee","England's Newest Hit Makers"
134,"Slim Harpo","Don't Start Crying Now","The Excello Siongles Anthology"
134,"Tommy Roe",Everybody,"Tommy Roe's Greatest Hits"
134,"Marvin Gaye","One More Heartache","The Ultimate Collection"
134,"Lowell Fulson","Reconsider Baby","The Best of Blues Rock Songbook"
134,"Lucinda Williams","I Lost It","Car Wheels On A Gravel Road"
135,"Buffalo Springfield","Rock & Roll Woman","Buffalo Springfield Again"
135,"West Coast Pop Art Experimental Band","If You Want This Love","Part One"
135,Love,"Old Man","Forever Changes"
135,Merry-Go-Round,Live,"Listen, Listen: The Definitive Collection"
135,"Beach Boys","Little Bird","Friends / 20 / 20"
135,"Jackie DeShannon","Needles And Pins","What The World Needs Now is... Jackie DeShannon - The Definitive Collection"
135,Standells,"Sometimes Good Guys Don't Wear White","The Best of The Standells"
135,Byrds,"Artificial Energy","The Notorious Byrd Brothers"
135,Byrds,"Natural Harmony","The Notorious Byrd Brothers"
135,Spirit,"Water Woman",Spirit
135,"Van Morrison","Starting A New Life","Tupelo Honey"
135,Yardbirds,"The Train Kept A-Rollin'",Ultimate!
135,"Sonny Boy Williamson","Let Your Conscience Be Your Guide","The In Crowd-The Ultimate Mod Collection From The Original Style Movement 1958-1967"
135,"Jimi Hendrix Experience","Spanish Castle Magic","Axis: Bold As Love"
135,"Ann Peebles","I Can't Stand The Rain","The Best of Ann Peebles - The Hi Records Years"
135,Faces,"Flying ","First Step"
135,"Everly Brothers","Poor Jenny Dream...","The Best of The Everly Brothers"
135,Who,"Mary Anne With The Shaky Hand","The Who Sell Out"
135,"Willie Mitchell","My Babe Soul","Serenade - The Best of Willie Mitchell"
135,Wilco,"I Got You (At The End Of The Century)","Being There"
136,Beatles,"Paperback Writer","Past Masters"
136,"Conway Twitty","Lonely Blue Boy",Gold
136,Gants,"Little Boy Sad","Road Runner! The Best of The Gants"
136,"Jackie Lomax","Sour Milk Sea","Come And Get It - The Best of Apple Records"
136,Beatles,"Tell Me Why","A Hard Day's Night"
136,Free,"The Stealer","The Best of Free"
136,"Moby Grape",Omaha,"Moby Grape"
136,"Dwight Twilley Band","I'm On Fire","Sincerely / Twilley Don't Mind"
136,"Chuck Berry","Guitar Boogie",Gold
136,Animals,"Around And Around","The Best of The Animals"
136,"Leonard Cohen","Tower of Song","More Best of Leonard Cohen"
136,"Long John Baldry","It Ain't Easy","It Ain't Easy"
136,"Jools Holland and His Rhythm & Blues Orchestra with Jeff Beck","Drown In My Own Tears","More Friends"
136,"Sonny Boy Williamson","All My Love In Vain","His Best"
136,"Paul Revere & The Raiders","Don't Take It So Hard","The Legend Of Paul Revere"
136,"Delaney & Bonnie","Soul Shake","The Best of Delaney & Bonnie"
136,"Fats Domino","Be My Guest","The Fats Domino Jukebox"
136,"Fleetwood Mac","Jigsaw Puzzle","Blues The Pious Bird Of Good Omen"
136,"Fontella Bass","Rescue Me","Chess Soul: A Decade of Chicago's Finest"
136,"Harry Nilsson","At My Front Door","Son of Schmilsson"
137,Band,"Life Is A Carnival","Greatest Hits"
137,"Paul Butterfield Blues Band","Blues With A Feeling","An Anthology: The Elektra Years"
137,"Howlin' Wolf","Highway 49","The London Howlin' Wolf Sessions "
137,"Rolling Stones","Little T & A","Tattoo You"
137,"Buddy Holly",Heartbeat,Gold
137,Love,"A House Is Not A Motel","Forever Changes (Deluxe Edition)"
137,Byrds,"It Won't Be Wrong","Turn! Turn! Turn!"
137,"Tom Petty & The Heartbreakers","I'm Walkin'","Goin' Home: A Tribute To Fats Domino"
137,"PJ Harvey","Down By The Water","To Bring You My Love"
137,Badfinger,"Baby Blue","Straight Up"
137,"Lightnin' Hopkins","Mojo Hand","The American Folk Blues Festival 1962-1966"
137,"Lowell Fulson","Do Me Right","Willie Dixon - The Chess Box"
137,"Otis Rush","All Your Love (I Miss Loving)","The Essential Otis Rush: The Classic Cobra Recordings 1956-1958"
137,"Little Walter","Sad Hours","The Essential Little Walter"
137,"Freddie King","Hi Rise 17","Greatest Hits"
137,"Freddy Cannon","Tallahassee Lassie","The Best of Freddy """"Boom-Boom"""" Cannon!"
137,Romantics,"Out Of My Mind (Into My Head)","The Coolest Songs In The World! Vol. 3"
137,Faces,"Around The Plynth","First Step"
138,"Little Richard","Hey Hey Hey Hey","The Essential Little Richard"
138,"Lonesome Sundown","My Home Ain't Here","I'm A Mojo Man"
138,"Lonnie Mack","Chicken Pickin'","Memphis Wham!"
138,Stooges,1969,"The Stooges"
138,"Humble Pie","30 Days In The Hole",Smokin'
138,Donovan,"Hurdy Gurdy Man","The Essential Donovan"
138,"Wilson Pickett","She's Lookin' Good","Wilson Pickett's Greatest Hits"
138,"Ray Charles","Lonely Avenue","Yes Indeed!"
138,"Dave Clark Five","Try Too Hard","The Hits"
138,"Lovin' Spoonful","Coconut Grove","Greatest Hits"
138,Kinks,"20th Century Man","Muswell Hillbillies"
138,Who,"Run Run Run","A Quick One"
138,Ikettes,"I'm Blue (The Gong Gong Song)","The Girls Got Soul"
138,Impressions,"It's All Right","It's All Right"
138,"J.J. Cale","Down To Memphis","Roll On"
138,"Muddy Waters","Blow Wind Blow","Fathers And Sons"
138,"Mose Allison","Seventh Son (live)","The Best of Mose Allison"
138,"Huey ""Piano"" Smith & His Clowns","Don't You Just Know It","The Best of Huey ""Piano"" Smith & His Clowns"
138,Cream,"Outside Woman Blues","Disraeli Gears (Deluxe Edition)"
139,"Al Green","Driving Wheel","Gets Next To You"
139,"Buffalo Springfield",Leave,"Buffalo Springfield"
139,Byrds,"Jesus Is Just Alright","Ballad Of Easy Rider"
139,"Solomon Burke","Got to Get You Off My Mind","The Very Best of Solomon Burke"
139,"Howlin' Wolf","Down In The Bottom","The Chess Box"
139,"Les Paul & Mary Ford","Dialog & In The Mood","The Best of The Capitol Masters: 90th Birthday Edition"
139,"Rolling Stones","Route 66 (live)","December's Children (and everybody's)"
139,Animals,"Gotta Find My Baby (live)","Let It Rock"
139,"Slim Harpo","Baby, Scratch My Back","The Best of Slim Harpo"
139,"Daddy Cool","Come Back Again","Eagle Rock"
139,"Link Wray","Jack The Ripper","Rumble! The Best of Link Wray"
139,"Elvis Presley",Trouble,"The Essential Elvis Presley"
139,"Arthur Alexander","A Shot of Rhythm and Blues","The Greatest"
139,Creation,"Making Time","We Are Paintermen"
139,"Spencer Davis Group","Every Little Bit Hurts","The Best of The Spencer Davis Group Featuring Steve Winwood"
139,"Bo Diddley","You Can't Judge A Book By It's Cover","His Best"
139,"Flying Burrito Brothers","Wild Horses","Sin City: The Very Best of The Flying Burrito Brothers"
139,"Bob Dylan","Leopard-Skin Pill-Box Hat","Blonde On Blonde"
140,"Rolling Stones",Connection,"Between The Buttons"
140,Knickerbockers,Lies,"Nuggets: Original Artyfacts From The First Psychedelic Era 1965-1968"
140,"Billy J. Kramer & The Dakotas","From A Window","The Very Best of Billy J. Kramer and The Dakotas"
140,"Little Eva","Keep Your Hands Off My Baby","The Best of Little Eva"
140,"Little Richard","Send Me Some Lovin'","The Very Best of Little Richard"
140,McCoys,"Meet The McCoys","Hang On Sloopy: The Best of The McCoys"
140,McCoys,Fever,"Hang On Sloopy: The Best of The McCoys"
140,"High Numbers","I'm The Face","Odds & Sods"
140,Hollies,"Look Through Any Window","30th Anniversary Collection 1963-1993"
140,"Shadows Of Knight",Gloria,Gloria
140,"Aretha Franklin","Save Me","I Never Loved A Man The Way I Love You"
140,Ventures,"The Ventures' Twist Party, Vol. 2-Radio Spot","Walk-Don't Run - The Best of The Ventures"
140,Ventures,"Slaughter On 10th Avenue","Walk-Don't Run - The Best of The Ventures"
140,Who,"Substitute (US single version)","The Ultimate Collection Bonus Disc"
140,"Young Rascals","Love Is A Beautiful Thing","Anthology 1965-1972"
140,"Alan Price","I Put A Spell On You",Anthology
140,"Albert Collins",Frosty,"Truckin' With Albert Collins"
140,"Fats Domino","Everybody's Got Something To Hide Except Me & My Monkey","Come Together: Black America Sings Lennon & McCartney"
140,Beatles,"No Reply","Beatles For Sale"
140,"Dave Clark Five","Please Tell Me Why","The History Of The Dave Clark Five"
140,Traffic,"Empty Pages","John Barleycorn Must Die (Deluxe Edition)"
140,"Van Morrison","Youth Of 1,000 Summers",Enlightenment
141,Mountain,"Mississippi Queen","The Best of Mountain"
141,"Sly & The Family Stone","You Can Make It If You Try","The Esstential Sly & The Family Stone"
141,"Isaac Hayes","Walk On By","The Complete Stax / Volt Soul Singles Vol. 2 1968-1971"
141,"Rolling Stones","Look What You've Done","December's Children (and everybody's)"
141,"Pete Townshend / Ronnie Lane","Rough Mix","Rough Mix"
141,Traffic,"Shanghai Noodle Factory","Last Exit"
141,"Otis Redding","That's How Strong My Love Is","The Very Best of Otis Redding"
141,"T-Bone Walker","Shufflin' The Blues","T-Bone Blues"
141,"Big Mama Thornton","Hound Dog","Hound Dog: The Peacock Recordings"
141,Beatles,"Cry For A Shadow","Anthology 1"
141,"Al Green","I Want To Hold Your Hand","Come Together: Black America Sings Lennon & McCartney"
141,Them,"Baby Please Don't Go","Them Featuring Van Morrison"
141,"Joe Tex","Skinny Legs And All","Greatest Hits!!!"
141,"Koko Taylor","Wang Dang Doodle","What It Takes - The Chess Years (Expanded Edition)"
141,"Shorty Long","Devil With The Blue Dress","Hitsville USA - The Motown Singles Collection 1959-1971"
141,"James Brown","Think (live)","Live At The Apollo (1962) Expanded Edition"
141,"Chuck Berry","Almost Grown",Gold
141,"Beau Brummels","Just A Little","Introducing The Beau Brummels"
141,"Jeff Beck","I Ain't Superstitious",Truth
141,"Tom Petty & The Heartbreakers","Green Onions (live)","The Live Anthology"
142,Beatles,Rain,"Past Masters"
142,"Marc Bolan & T. Rex","I Love To Boogie","20th Century Boy: The Ultimate Collection"
142,"Gary U.S. Bonds","Dear Lady Twist","The Very Best of Gary U.S. Bonds"
142,"David Bowie",Sorrow,"Pin Ups"
142,Temptations,"Cloud Nine","The Definitive Collection"
142,"Elvis Presley","Roll On","Elvis / Ultimate Gospel"
142,"Stephen Stills & Manassas","It Doesn't Matter",Manassas
142,Marketts,"Out Of Limits","Rock Instrumental Classics, Vol. 2: The '60's"
142,"Jeff Beck","Rock My Plimsoul",Truth
142,"Long John Baldry","I'm Ready","It Ain't Easy"
142,"Lightnin' Hopkins","Don't Embarrass Me, Baby","Goin' Away"
142,"Earl King","Baby You Can Get Your Gun","Earl's Pearls - The Very Best of Earl King (1955-1960)"
142,"Lee Dorsey","Ya Ya","The Definitive Collection"
142,"Richard Berry & The Pharaohs","Louie Louie","Have """"Louie"""" Will Travel - The 1956-1962 Recordings"
142,"Mose Allison","I Don't Worry About A Thing","The Best of Mose Allison"
142,"Chuck Berry","No Money Down",Gold
142,"Red Button","Cruel Girl","She's About To Cross My Mind"
142,Searchers,"Sweets For My Sweet","The Very Best of The Searchers"
142,"Rick Danko with Ringo Starr & His All Starr Band","Raining In My Heart","The Anthology... So Far"
142,Shadows,"Man Of Mystery","Shadows Are Go"
142,"Mamas & The Papas","Twelve-Thirty (Young Girls Are Coming to The Canyon)","Greatest Hits"
143,"Manfred Mann","If You Gotta Go, Go Now","Down The Road Apiece: Their EMI Recordings 1963-1966"
143,Free,"I'll Be Creepin'","The Best of Free"
143,"Bobby Fuller Four","Love's Made A Fool Of You","The Best of The Bobby Fuller Four"
143,Shangri-Las,"I Can Never Go Home Again Anymore","The Best of The Shangri-Las"
143,Jaynettes,"Sally Go 'Round The Roses","The Very Best of The Jaynetts"
143,"Little Walter","Hate To See You Go","His Best"
143,Love,"Live And Let Live","Forever Changes"
143,"Van Morrison","Into The Mystic","Moondance (Deluxe Edition)"
143,Move,"Message From The Country","Message From The Country"
143,"Chuck Berry","Jaguar & Thunderbird",Gold
143,Band,"This Wheel's On Fire","Music From Big Pink"
143,"Johnny Cash","The Running Kind","Cash Unearthed (Box Set)"
143,"David Bowie","It Ain't Easy","Ziggy Stardust (30th Anniversary Edition)"
143,"Buffalo Springfield",Everydays,"Buffalo Springfield Again"
143,Cream,"Steppin' Out","BBC Sessions"
143,"Ray Charles","Sticks And Stones","Genious: The Ultimate Collection"
143,"Spooky Tooth","I Am The Walrus","The Best of Spooky Tooth"
143,"Muddy Waters","Trouble No More","The Anthology 1947-1972"
144,"Emitt Rhodes","With My Face On The Floor","The Emitt Rhodes Recordings (1969-1973)"
144,"Dave Clark Five","Bits And Pieces","The Hits"
144,"Little Richard","Miss Ann","The Very Best of Little Richard"
144,Who,"So Sad About Us","A Quick One"
144,"Jimi Hendrix Experience","Are You Experienced?","Are You Experienced?"
144,"Howlin' Wolf","Killing Floor","His Best"
144,"Paul Butterfield Blues Band","Off The Wall","An Anthology: The Elektra Years"
144,"James Brown","I Got The Feelin'","40th Anniversary Collection"
144,Nightcrawlers,"A Basket Of Flowers","The Little Black Egg"
144,Byrds,"Eight Miles High","Fifth Dimension"
144,"Johnny Burnette Trio","Honey Hush","Loud, Fast & Out of Control: The Wild Sounds of '50s Rock"
144,"J.J. Cale","Let Me Do It To You",Troubadour
144,Ventures,"The House Of The Rising Sun (live)","Live In Japan '65"
144,"Rolling Stones","I'm Moving On (live)","December's Children (and everybody's)"
144,Traffic,"Pearly Queen","The Collection"
144,Zombies,"I Remember When I Loved Her","The Singles A's & B's"
144,"Albert King","Crosscut Saw","Born Under A Bad Sign"
144,"Ann Peebles","Come To Mama","The Best of Ann Peebles - The Hi Records Years"
144,"Roy Orbison","Candy Man","The Monument Singles Collection (1960-1964)"
144,Monkees,"Mary, Mary","The Best of The Monkees"
144,"Moby Grape",8:05,"Moby Grape"
145,"Young Rascals","Come On Up","Anthology 1965-1972"
145,Animals,"Bright Lights Big City","The Singles +"
145,"Jimi Hendrix Experience","You Got Me Floatin'","Axis: Bold As Love"
145,"Ernie K-Doe","A Certain Girl","Absolutely The Best"
145,"Johnny Cash","Cocaine Blues (live)","At Folsom Prison"
145,"Johnny Rivers","Memphis (live)","Greatest Hits"
145,Supremes,"Nathan Jones","Hitsville USA - The Motown Singles Collection 1959-1971"
145,"Sam Cooke","Meet Me At Mary's Place","Portrait Of A Legend 1951-1964"
145,"Rick Nelson","She Belongs To Me","The Best of Rick Nelson"
145,"Georgie Fame & The Blue Flames","Yeh Yeh","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
145,"Paul Revere & The Raiders","The Great Airplane Strike","Greatest Hits"
145,"Rolling Stones","Monkey Man","Let It Bleed"
145,"Slim Harpo","I've Got Love If You Want It","The Best of Slim Harpo"
145,"Manfred Mann","I've Got My Mojo Working","Down The Road Apiece: Their EMI Recordings 1963-1966"
145,"Spencer Davis Group","Somebody Help","Me Gimme Some Lovin'"
145,"John Lee Hooker",Dimples,"The Very Best of John Lee Hooker"
145,"Eric Clapton & The Powerhouse","I Want To Know","What's Shakin'"
145,"Neil Young","The Loner","Neil Young"
145,"Fleetwood Mac","Man of The World","Jumping At Shadows: The Blues Years"
145,Spirit,"Mechanical World","The Best of Spirit"
146,Steppenwolf,"Sookie Sookie","All Time Greatest Hits"
146,"Swinging Blue Jeans","Hippy Hippy Shake","Hippy Hippy Shake: The Definitive Collection"
146,"Joe Tex","Hold What You've Got","Greatest Hits"
146,"Eddie Cochran","Twenty Flight Rock","Somethin' Else: The Fine Lookin' Hits of Eddie Cochran"
146,"Elmore James","Early One Morning","Shake Your Moneymaker: The Best of The Fire Sessions"
146,Easybeats,Sorry,"The Definitive Anthology"
146,"Eddie Hinton","Something Heavy","Playin' Around: The Songwriting Sessions (Vol. 2)"
146,Dictators,"The Savage Beat","Little Steven's Underground Garage Presents: The Coolest Songs In The World! (Vol. 3)"
146,Dion,"Ruby Baby","The Essential Dion"
146,"George Harrison","Here Comes The Sun (live)","The Concert For Bangladesh"
146,"Mick Jagger","Memo From Turner","The Rolling Singles Collection - The London Years"
146,"Albert King","That's What The Blues is All About","The Very Best of Albert King"
146,"Allman Brothers Band","Hot 'Lanta (live)","At Fillmore East (Deluxe Edition)"
146,"Ann Peebles","Slipped, Tripped and Fell in Love","The Best of Ann Peebles: The Hi Records Years"
146,Animals,"It's My Life",Retrospective
146,"Everly Brothers","Gone Gone Gone","Walk Right Back: The Everly Brothers on Warner Bros. 1960-1969"
146,Beatles,Revolution,"Past Masters"
146,"Paul Butterfield Blues Band","Born In Chicago","An Anthology: The Elektra Years"
146,"Bo Diddley","Pretty Thing","His Best"
146,"Bob Dylan","Most Likely You Go Your Way And I'll Go Mine","Blonde On Blonde"
147,Band,"The Shape I'm In","Greatest Hits"
147,"John Mayall & The Bluesbreakers","The Stumble","A Hard Road (Expanded Edition)"
147,"Freddie King","That Will Never Do","Freddie King Is A Blues Master"
147,"John Lee Hooker","It Serves You Right To Suffer","The Best of Blues Rock Songbook"
147,"Fats Domino","One Night","Walking To New Orleans (Box Set)"
147,"John Lennon","I Found Out","Plastic Ono Band"
147,Faces,"Shake, Shudder","First Step"
147,"Jimmy Smith","The Organ Grinder's Swing","Organ Grinder Swing"
147,"Mose Allison","I'm Not Talking","The Word From Mose Allison"
147,"J.J. Cale","Carry On",Shades
147,"Eric Clapton",Slunky,"Eric Clapton (Deluxe Edition)"
147,"Daddy Cool","Eagle Rock","Eagle Rock"
147,"Dr. John","Right Place Wrong Time","The Very Best of Dr. John"
147,"Rolling Stones","Parachute Woman","Beggars Banquet"
147,Who,Relax,"The Who Sell Out (Deluxe Edition)"
147,"Muddy Waters","She Moves Me","The Anthology 1947-1972"
147,"Tommy Tucker","Hi-Heels Sneakers","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
147,Animals,"Blue Feeling","The Singles +"
147,"Led Zeppelin","Communication Breakdown","Led Zeppelin (Expanded Edition)"
147,"Curtis Mayfield & The Impressions","People Get Ready","The Best of Curtis Mayfield & The Impressions"
148,"Ray Charles","Unchain My Heart",Anthology
148,Them,"I Can Only Give You Everything","Them Again"
148,"Steve Cropper (with Steve Winwood)","Thirty Second Lover",Dedicated
148,Yardbirds,"I Ain't Done Wrong",Ultimate!
148,"We The People","Declaration Of Independence","Too Much Noise"
148,Zombies,Woman,"The Zombies"
148,"Young Rascals","In The Midnight Hour","The Young Rascals"
148,"Wilson Pickett","I'm A Midnight Mover","Wilson Pickett's Greatest Hits"
148,Who,"The Kids Are Alright","My Generation (Deluxe Edition)"
148,Strangeloves,"I Want Candy","I Want Candy: The Best of The Strangeloves"
148,Stooges,"I Wanna Be Your Dog","The Stooges"
148,Seeds,"Can't Seem To Make You Mine","The Seeds"
148,"Small Faces","Itchycoo Park","Ultimate Collection"
148,"Sly & The Family Stone","Family Affair","The Essential"
148,"Slim Harpo","Buzz Me Babe","The Excello Singles Anthology"
148,"Sam & Dave","When Something Is Wrong With My Baby","The Very Best of Sam & Dave"
148,"Rolling Stones","Can't You Hear Me Knocking","Sticky Fingers"
148,Beatles,"Hey Bulldog","Yellow Submarine"
149,Beatles,"Devil In Her Heart","With The Beatles"
149,"Lee Dorsey","Working In The Coal Mine","The Defenitive Collection"
149,Kinks,"I Gotta Move","Picture Book (Box Set)"
149,"Little Richard","Directly From My Heart","The Essential Little Richard"
149,"Little Walter","Dead Presidents","The Essential Little Walter"
149,Love,"My Little Red Book","The Best of Love"
149,"Manfred Mann","What You Gonna Do?","Down The Road Apiece: Their EMI Recordings 1963-1966"
149,"Howlin' Wolf",Spoonful,"His Best"
149,"King Curtis","Soul Twist","The Best of King Curtis"
149,"J.J. Cale","Rock And Roll Records",Okie
149,"Peter Green / Fleetwood Mac","World In Harmony","Jumping At Shadows: The Blues Years"
149,"Louis Jordan & His Tympany Five","Let The Good Times Roll","The Best of Blues Rock Songbook"
149,MC5,"Shakin' Street","Greatest Hits"
149,"Paul Revere & The Raiders",Hungry,"Greatest Hits"
149,"Paul Butterfield Blue Band","Lovin' Cup","An Anthology: The Elektra Years"
149,"Otis Redding (with Carla Thomas)",Tramp,"The Very Best of Otis Redding"
149,Free,"Mr. Big","Fire And Water"
149,"Rolling Stones","Tallahassee Lassie","Some Girls (Expanded Edition)"
149,Ventures,"I Feel Fine","Live In Japan '65"
149,"Van Morrison","Blue Money","His Band And The Street Choir"
150,Searchers,"Bumble Bee","The Very Best of The Searchers"
150,"Larry Williams","Slow Down","Bad Boy"
150,"Ann Peebles","(I Feel Like) Breaking Up Somebody's Home","The Best of Ann Peebles: The Hi Records Years"
150,Beatles,"You Really Got A Hold On Me","With The Beatles"
150,"Lucinda Williams","Can't Let Go","Car Wheels On A Gravel Road"
150,Traffic,"You Can All Join In",Traffic
150,"Long John Baldry","Don't Try To Lay No Boogie Woogie On The King Of Rock & Roll","It Ain't Easy"
150,"Lonnie Mack",Wham!,"Memphis Wham!"
150,Hollies,"Pay You Back With Interest","30th Anniversary Collection 1963-1993"
150,"Muddy Waters","Forty Days and Forty Nights","The Anthology 1947-1972"
150,"Nashville Teens","Tobacco Road","Tobacco Road"
150,NRBQ,"Me And The Boys","Uncommon Denominators"
